carat,cut,color,clarity,depth,table,price,x,y,z
1.07,Ideal,I,VS1,62.0,57.0,5302,6.56,6.5,4.05
1.16,Ideal,I,VS2,61.5,57.0,5302,6.78,6.75,4.16
1.07,Ideal,G,SI1,62.2,57.0,5303,6.59,6.56,4.09
1.01,Ideal,H,VS2,62.7,57.0,5306,6.41,6.39,4.01
1.15,Ideal,H,SI2,62.5,58.0,5306,6.65,6.69,4.17
1.09,Ideal,F,SI2,62.0,56.0,5306,6.62,6.58,4.09
1.26,Ideal,J,VS2,63.2,57.0,5306,6.86,6.81,4.32
1.27,Ideal,F,SI2,62.0,55.0,5308,6.9,6.95,4.3
0.28,Ideal,E,VS1,62.0,57.0,598,4.17,4.2,2.59
0.4,Ideal,J,VS2,62.6,57.0,599,4.68,4.71,2.94
0.4,Ideal,J,VS2,62.2,54.0,599,4.75,4.8,2.97
0.27,Ideal,H,VS2,61.8,56.0,599,4.15,4.17,2.57
0.36,Ideal,H,VS2,62.0,55.0,599,4.58,4.63,2.86
0.38,Ideal,D,SI2,62.0,53.0,599,4.68,4.71,2.91
0.26,Ideal,E,VVS2,62.2,56.0,599,4.12,4.15,2.57
0.26,Ideal,F,VVS2,62.5,56.0,599,4.1,4.12,2.57
0.26,Ideal,E,VVS1,62.0,56.0,599,4.09,4.13,2.55
0.26,Ideal,E,VVS1,61.7,57.0,599,4.07,4.1,2.52
0.26,Ideal,F,VVS1,61.6,57.0,599,4.08,4.1,2.52
0.26,Ideal,F,VVS1,62.4,56.0,599,4.1,4.11,2.56
0.26,Ideal,D,VVS2,62.5,56.0,599,4.08,4.11,2.56
0.26,Ideal,D,VVS2,61.4,56.0,599,4.12,4.15,2.54
0.26,Ideal,E,VVS2,61.5,56.0,599,4.08,4.11,2.52
0.26,Ideal,E,VVS2,62.3,57.0,599,4.06,4.09,2.54
0.26,Ideal,E,VVS2,62.0,56.0,599,4.1,4.13,2.55
0.26,Ideal,F,VVS2,61.6,57.0,599,4.08,4.1,2.52
0.32,Ideal,E,VS2,61.8,54.0,599,4.4,4.43,2.73
0.32,Ideal,E,VS2,61.4,56.0,599,4.41,4.45,2.72
1.04,Ideal,G,SI1,61.9,56.0,5311,6.46,6.5,4.01
1.02,Ideal,H,VS2,61.2,56.0,5312,6.53,6.48,3.98
1.07,Ideal,F,SI2,61.4,56.0,5313,6.57,6.63,4.05
1.23,Ideal,I,SI2,61.2,58.0,5315,6.86,6.9,4.21
1.11,Ideal,H,SI1,61.0,56.0,5315,6.74,6.7,4.1
1.11,Ideal,H,SI1,60.2,54.0,5315,6.82,6.7,4.07
1.01,Ideal,H,VS2,60.6,57.0,5317,6.54,6.49,3.95
1.19,Ideal,H,SI1,62.3,55.0,5318,6.84,6.8,4.25
1.2,Ideal,J,VS2,61.8,55.0,5318,6.84,6.86,4.23
1.06,Ideal,E,SI2,62.2,55.0,5319,6.54,6.51,4.06
1.22,Ideal,H,SI2,62.3,55.3,5321,6.8,6.87,4.26
1.04,Ideal,F,SI1,61.3,55.0,5321,6.51,6.53,4.0
1.21,Ideal,J,VS1,62.3,55.0,5324,6.81,6.86,4.26
1.07,Ideal,E,SI2,62.2,55.0,5325,6.54,6.58,4.08
1.11,Ideal,H,SI1,60.6,59.0,5325,6.75,6.71,4.08
1.08,Ideal,F,SI1,62.7,57.0,5327,6.52,6.49,4.08
1.11,Ideal,I,SI1,61.9,55.0,5329,6.65,6.66,4.12
1.22,Ideal,I,SI1,62.1,56.0,5329,6.83,6.79,4.23
1.03,Ideal,E,SI1,62.0,57.0,5330,6.47,6.44,4.0
1.03,Ideal,E,SI1,62.2,57.0,5330,6.48,6.42,4.01
1.0,Ideal,E,SI1,61.6,57.0,5331,6.37,6.45,3.95
1.19,Ideal,I,SI1,63.7,57.0,5331,6.73,6.69,4.28
1.12,Ideal,H,SI2,63.6,56.0,5331,6.68,6.54,4.19
0.9,Ideal,G,VVS2,61.9,56.0,5335,6.15,6.22,3.83
0.9,Ideal,E,VS1,61.3,57.0,5335,6.2,6.24,3.81
1.03,Ideal,G,SI1,62.5,57.0,5337,6.4,6.49,4.03
0.7,Ideal,E,VVS1,61.9,56.0,5338,5.66,5.69,3.51
0.7,Ideal,E,VVS1,61.8,55.0,5338,5.69,5.73,3.53
1.14,Ideal,J,VS1,61.6,56.0,5339,6.71,6.73,4.14
1.21,Ideal,J,SI1,61.9,54.0,5341,6.85,6.88,4.25
1.06,Ideal,G,SI1,62.0,57.0,5342,6.54,6.5,4.04
1.05,Ideal,H,SI1,61.9,57.0,5342,6.54,6.57,4.06
1.13,Ideal,F,SI1,59.7,57.0,5342,6.82,6.79,4.06
1.01,Ideal,F,SI1,60.9,55.0,5345,6.5,6.48,3.95
1.02,Ideal,G,VS2,62.4,57.0,5346,6.47,6.36,4.0
1.1,Ideal,H,VS2,60.5,57.0,5347,6.73,6.7,4.06
1.07,Ideal,G,SI1,61.9,55.0,5347,6.57,6.62,4.08
1.05,Ideal,I,VS2,60.2,57.0,5347,6.6,6.65,3.99
1.05,Ideal,F,SI2,61.9,56.0,5347,6.48,6.5,4.02
1.05,Ideal,I,VVS2,61.8,54.0,5352,6.55,6.57,4.05
1.08,Ideal,G,SI1,61.8,56.0,5352,6.58,6.55,4.06
1.08,Ideal,D,SI2,61.6,57.0,5352,6.62,6.58,4.07
1.06,Ideal,F,SI2,61.8,56.0,5354,6.56,6.51,4.04
1.25,Ideal,I,SI2,62.0,57.0,5355,6.92,6.85,4.27
1.25,Ideal,G,SI2,61.6,57.0,5355,6.98,6.91,4.28
1.03,Ideal,F,SI1,62.8,56.0,5356,6.38,6.46,4.03
1.08,Ideal,I,VS2,61.8,54.2,5357,6.57,6.6,4.07
1.34,Ideal,G,SI2,62.0,55.0,5358,7.06,7.03,4.37
1.34,Ideal,J,SI2,62.0,56.0,5358,7.09,7.03,4.38
1.11,Ideal,H,SI1,61.6,56.0,5358,6.65,6.69,4.11
1.09,Ideal,H,SI1,61.9,57.0,5358,6.63,6.58,4.09
1.11,Ideal,E,SI2,61.2,55.0,5358,6.72,6.68,4.1
1.1,Ideal,E,SI2,61.6,56.0,5359,6.66,6.63,4.09
1.1,Ideal,G,SI2,62.1,58.0,5361,6.61,6.63,4.11
1.05,Ideal,G,SI1,61.9,56.0,5361,6.51,6.55,4.04
1.05,Ideal,G,SI1,62.3,55.0,5361,6.47,6.54,4.05
1.24,Ideal,J,VS2,61.8,58.0,5361,6.88,6.84,4.24
1.06,Ideal,I,VS2,61.0,57.0,5362,6.55,6.59,4.01
1.12,Ideal,H,SI1,62.0,57.0,5363,6.69,6.64,4.13
1.26,Ideal,I,SI2,62.0,56.0,5363,7.0,6.94,4.32
1.09,Ideal,D,SI2,62.4,57.0,5364,6.55,6.6,4.1
1.03,Ideal,H,VS2,62.3,56.0,5364,6.46,6.44,4.02
1.03,Ideal,F,SI1,62.6,57.0,5366,6.42,6.46,4.03
1.02,Ideal,G,SI1,60.6,57.0,5367,6.49,6.52,3.94
1.1,Ideal,H,SI1,62.0,57.0,5370,6.66,6.7,4.14
1.01,Ideal,E,SI1,62.1,57.0,5372,6.4,6.45,3.99
0.81,Ideal,E,VVS2,62.2,53.7,5373,5.97,5.99,3.72
1.07,Ideal,I,VS1,62.0,53.0,5373,6.61,6.62,4.1
1.2,Ideal,I,SI2,61.1,57.0,5373,6.86,6.89,4.2
0.9,Ideal,E,SI1,61.9,54.0,5373,6.19,6.22,3.84
1.06,Ideal,H,VS2,61.2,55.0,5373,6.61,6.57,4.03
1.17,Ideal,H,SI2,61.4,56.0,5373,6.83,6.76,4.17
0.93,Ideal,H,VS1,61.8,55.0,5375,6.28,6.26,3.88
1.01,Ideal,E,SI1,62.9,56.0,5375,6.41,6.38,4.02
1.09,Ideal,H,SI1,62.1,55.0,5376,6.6,6.64,4.11
1.2,Ideal,I,SI1,63.5,61.0,5376,6.75,6.71,4.27
1.2,Ideal,I,SI1,62.6,58.0,5376,6.74,6.71,4.21
1.03,Ideal,I,VS2,61.2,56.0,5378,6.5,6.51,3.98
1.13,Ideal,I,SI2,62.0,55.0,5378,6.68,6.7,4.15
1.18,Ideal,I,SI1,61.5,56.0,5378,6.77,6.82,4.18
1.03,Ideal,F,SI1,61.3,57.0,5378,6.58,6.51,4.01
1.14,Ideal,H,SI1,62.3,56.0,5382,6.69,6.77,4.19
1.13,Ideal,H,SI1,62.3,56.0,5384,6.66,6.69,4.16
1.2,Ideal,G,SI2,62.2,56.0,5385,6.74,6.84,4.22
1.0,Ideal,I,VS1,60.4,55.0,5385,6.49,6.52,3.93
0.9,Ideal,F,VS1,61.6,56.0,5386,6.2,6.23,3.83
1.11,Ideal,H,SI1,62.7,56.0,5386,6.65,6.59,4.15
1.01,Ideal,H,SI1,61.7,57.0,5387,6.37,6.44,3.96
1.01,Ideal,H,SI1,61.2,57.0,5387,6.42,6.47,3.95
1.01,Ideal,G,SI1,61.2,57.0,5387,6.44,6.5,3.96
1.3,Ideal,H,VS2,62.9,56.0,5387,7.0,6.96,4.39
1.21,Ideal,I,VS2,62.3,58.0,5387,6.79,6.75,4.22
1.16,Ideal,H,SI2,60.9,59.0,5388,6.72,6.78,4.11
1.21,Ideal,J,SI1,62.7,55.2,5390,6.79,6.84,4.27
1.12,Ideal,I,VS2,61.2,54.0,5392,6.74,6.77,4.13
1.14,Ideal,J,VS1,61.5,57.0,5392,6.7,6.73,4.13
1.06,Ideal,G,SI1,60.5,57.0,5393,6.64,6.59,4.0
1.07,Ideal,E,SI2,61.4,57.0,5393,6.62,6.57,4.05
1.25,Ideal,I,SI2,61.4,55.0,5395,6.92,6.99,4.27
1.11,Ideal,H,SI1,62.5,56.0,5395,6.65,6.63,4.15
1.11,Ideal,G,SI2,61.7,57.0,5395,6.69,6.65,4.12
1.0,Ideal,E,SI1,62.3,55.0,5396,6.41,6.34,3.97
1.02,Ideal,G,SI1,61.5,57.0,5398,6.54,6.44,3.99
1.02,Ideal,F,SI1,62.8,55.0,5398,6.43,6.4,4.03
1.26,Ideal,J,SI1,62.0,56.0,5398,6.93,6.9,4.29
1.09,Ideal,I,VS1,62.7,54.0,5401,6.6,6.54,4.12
1.07,Ideal,F,SI2,61.6,57.0,5405,6.56,6.53,4.03
1.27,Ideal,F,SI2,62.0,55.0,5405,6.95,6.9,4.3
1.19,Ideal,D,SI2,60.4,55.0,5406,6.89,6.91,4.17
1.23,Ideal,J,SI1,62.2,57.0,5407,6.89,6.81,4.26
1.1,Ideal,G,SI2,62.5,55.0,5407,6.61,6.66,4.15
1.11,Ideal,G,SI1,61.9,57.0,5408,6.63,6.66,4.11
0.29,Ideal,G,VVS2,61.3,56.0,600,4.23,4.25,2.6
0.31,Ideal,G,VS1,62.3,54.0,600,4.35,4.38,2.72
0.26,Ideal,H,VVS1,61.2,56.0,600,4.16,4.11,2.53
0.26,Ideal,H,IF,61.1,57.0,600,4.16,4.12,2.53
0.36,Ideal,F,SI1,61.5,56.0,600,4.59,4.62,2.83
0.36,Ideal,F,SI1,62.0,56.0,600,4.54,4.59,2.83
0.36,Ideal,F,SI1,60.1,56.0,600,4.62,4.67,2.79
0.36,Ideal,F,SI1,61.5,57.0,600,4.55,4.59,2.81
0.3,Ideal,F,VS2,62.1,53.3,601,4.3,4.32,2.68
0.3,Ideal,F,VS2,62.1,53.6,601,4.28,4.31,2.67
1.09,Ideal,D,SI2,61.7,59.0,5410,6.64,6.62,4.09
0.91,Ideal,H,VVS2,61.7,57.0,5411,6.21,6.23,3.84
0.93,Ideal,E,VS2,62.4,56.0,5411,6.26,6.3,3.92
1.03,Ideal,E,SI1,62.0,55.0,5411,6.46,6.5,4.02
1.16,Ideal,H,SI1,64.2,59.0,5411,6.66,6.61,4.26
1.5,Ideal,I,I1,61.8,57.0,5412,7.31,7.39,4.54
1.2,Ideal,I,SI1,61.8,56.0,5412,6.77,6.8,4.19
1.24,Ideal,J,VS2,61.7,55.0,5412,6.91,6.96,4.28
1.13,Ideal,D,SI2,60.1,55.0,5412,6.79,6.85,4.1
1.18,Ideal,I,SI1,61.3,55.6,5412,6.79,6.84,4.18
1.17,Ideal,D,SI2,62.5,56.0,5412,6.77,6.7,4.21
1.26,Ideal,D,SI2,61.6,56.0,5412,6.99,6.95,4.3
1.01,Ideal,F,SI1,62.7,55.0,5416,6.45,6.4,4.03
1.04,Ideal,H,VS2,59.3,57.0,5416,6.64,6.58,3.92
1.03,Ideal,H,SI1,61.1,56.0,5418,6.5,6.53,3.98
1.03,Ideal,H,SI1,61.7,57.0,5418,6.47,6.53,4.01
1.28,Ideal,I,SI2,61.7,59.0,5419,6.96,6.92,4.28
1.09,Ideal,I,VS2,61.9,56.0,5421,6.62,6.67,4.09
1.21,Ideal,J,VS1,62.3,55.0,5421,6.86,6.81,4.26
1.17,Ideal,H,SI2,62.4,53.0,5423,6.74,6.76,4.21
1.1,Ideal,H,SI1,61.4,55.0,5424,6.68,6.7,4.11
1.02,Ideal,D,SI2,61.7,58.0,5426,6.41,6.49,3.98
1.02,Ideal,G,SI1,62.1,55.0,5426,6.46,6.49,4.02
1.02,Ideal,H,VS2,62.0,57.0,5426,6.43,6.4,3.98
1.11,Ideal,G,SI1,62.6,57.0,5428,6.64,6.56,4.13
1.09,Ideal,H,SI1,60.9,55.0,5428,6.72,6.69,4.08
1.01,Ideal,G,SI1,63.1,53.0,5430,6.36,6.42,4.03
0.91,Ideal,E,SI1,62.3,55.0,5431,6.2,6.23,3.87
1.07,Ideal,F,SI1,59.4,57.0,5436,6.73,6.67,3.98
1.05,Ideal,E,SI1,62.1,57.0,5436,6.48,6.5,4.03
1.22,Ideal,G,SI2,62.9,56.0,5436,6.86,6.78,4.29
1.01,Ideal,E,SI2,61.5,55.0,5437,6.44,6.51,3.98
1.01,Ideal,G,VS2,61.7,57.0,5439,6.44,6.49,3.99
0.9,Ideal,E,VS2,62.0,59.0,5439,6.17,6.21,3.84
1.08,Ideal,G,SI1,61.7,56.0,5439,6.6,6.63,4.08
1.27,Ideal,J,VS2,61.5,57.0,5442,6.93,6.98,4.28
1.01,Ideal,D,SI1,61.2,57.0,5443,6.44,6.47,3.95
1.24,Ideal,J,VS2,62.3,56.0,5443,6.84,6.91,4.28
1.24,Ideal,E,SI2,59.2,55.0,5444,7.05,7.03,4.17
1.07,Ideal,G,SI1,61.9,55.0,5444,6.62,6.57,4.08
1.03,Ideal,G,SI1,60.5,55.0,5445,6.59,6.54,3.97
0.9,Ideal,E,SI1,62.0,56.0,5450,6.18,6.2,3.84
1.12,Ideal,G,SI1,62.0,55.0,5451,6.65,6.68,4.13
1.24,Ideal,J,VS2,62.8,56.0,5451,6.83,6.8,4.28
1.18,Ideal,G,SI2,60.5,55.0,5452,6.9,6.85,4.16
1.07,Ideal,G,SI1,60.2,57.0,5453,6.7,6.59,4.0
1.27,Ideal,J,SI1,61.4,57.0,5455,6.97,7.0,4.29
1.08,Ideal,I,VS2,61.8,54.0,5455,6.6,6.57,4.07
1.12,Ideal,D,SI2,62.6,57.0,5456,6.61,6.65,4.15
1.11,Ideal,H,SI1,62.3,55.0,5456,6.7,6.65,4.16
1.11,Ideal,H,SI1,61.6,56.0,5456,6.69,6.65,4.11
1.05,Ideal,F,SI1,62.0,55.0,5457,6.5,6.54,4.04
1.12,Ideal,H,SI1,60.7,56.0,5457,6.74,6.7,4.08
1.13,Ideal,E,SI2,62.2,56.0,5457,6.7,6.66,4.16
1.01,Ideal,H,SI1,62.7,56.0,5457,6.37,6.42,4.01
1.0,Ideal,E,SI1,61.9,56.0,5458,6.37,6.45,3.97
0.91,Ideal,E,SI1,61.9,55.0,5458,6.21,6.23,3.85
1.06,Ideal,J,VS2,61.4,56.0,5459,6.55,6.6,4.04
1.06,Ideal,G,SI1,62.9,56.0,5461,6.52,6.49,4.09
1.14,Ideal,I,SI1,62.3,58.0,5469,6.65,6.7,4.16
1.04,Ideal,H,SI1,61.7,56.0,5469,6.51,6.55,4.03
1.14,Ideal,E,SI2,62.4,57.0,5473,6.64,6.7,4.16
1.03,Ideal,E,SI1,62.1,56.0,5476,6.43,6.48,4.01
1.03,Ideal,E,SI1,61.3,57.0,5476,6.48,6.51,3.98
1.01,Ideal,I,VVS1,61.7,56.0,5478,6.42,6.47,3.98
1.13,Ideal,H,SI1,62.3,56.0,5483,6.69,6.66,4.16
1.2,Ideal,G,SI2,62.2,56.0,5484,6.84,6.74,4.22
1.09,Ideal,I,SI1,61.9,55.0,5486,6.66,6.62,4.11
1.01,Ideal,F,SI1,62.0,56.0,5486,6.44,6.39,3.98
1.0,Ideal,D,SI1,61.7,57.0,5489,6.39,6.42,3.95
1.21,Ideal,J,SI1,62.7,55.0,5489,6.84,6.79,4.27
1.03,Ideal,D,SI2,60.5,58.0,5491,6.52,6.58,3.96
1.03,Ideal,E,SI2,61.7,55.0,5491,6.52,6.46,4.01
1.02,Ideal,E,SI1,60.5,56.0,5493,6.57,6.53,3.96
1.2,Ideal,E,SI2,61.1,55.0,5494,6.9,6.87,4.21
1.04,Ideal,F,SI1,61.3,56.0,5495,6.51,6.55,4.0
1.11,Ideal,H,SI2,61.2,56.0,5496,6.7,6.69,4.1
1.09,Ideal,G,SI1,62.4,56.0,5496,6.57,6.61,4.11
1.19,Ideal,E,SI2,61.9,56.0,5497,6.8,6.84,4.22
1.01,Ideal,G,SI1,61.1,58.0,5497,6.43,6.49,3.95
1.07,Ideal,H,SI1,62.1,56.0,5498,6.53,6.58,4.07
1.14,Ideal,H,SI1,62.3,56.0,5501,6.72,6.69,4.18
1.11,Ideal,D,SI2,62.2,57.0,5501,6.66,6.62,4.12
1.22,Ideal,H,SI2,61.0,57.0,5502,6.88,6.93,4.2
1.22,Ideal,H,SI2,61.7,56.0,5502,6.87,6.93,4.26
1.22,Ideal,J,VS1,60.8,57.0,5504,6.85,6.89,4.18
1.19,Ideal,D,SI2,60.4,55.0,5504,6.91,6.89,4.17
1.05,Ideal,G,VS2,61.1,57.0,5504,6.55,6.52,3.99
1.02,Ideal,H,SI1,59.8,58.0,5505,6.56,6.58,3.93
1.11,Ideal,I,VS2,61.7,55.0,5506,6.66,6.69,4.12
0.24,Ideal,F,VS2,62.2,57.0,419,3.96,4.01,2.48
0.24,Ideal,F,VS2,61.2,57.0,419,4.04,4.06,2.48
0.24,Ideal,F,VS1,61.3,56.0,419,4.0,4.03,2.46
0.32,Ideal,H,SI2,61.5,56.0,420,4.43,4.45,2.73
0.32,Ideal,H,SI2,61.9,54.0,420,4.42,4.46,2.75
0.3,Ideal,F,VS2,62.0,53.7,601,4.31,4.33,2.68
0.3,Ideal,F,VS2,62.3,53.5,601,4.27,4.32,2.68
0.3,Ideal,F,VS2,62.5,53.3,601,4.28,4.31,2.69
0.3,Ideal,D,VS1,61.0,58.0,601,4.3,4.36,2.64
0.31,Ideal,E,SI1,60.1,57.0,601,4.36,4.39,2.63
0.37,Ideal,J,IF,61.9,54.0,601,4.63,4.68,2.88
0.35,Ideal,D,SI1,62.1,57.0,601,4.47,4.49,2.78
0.38,Ideal,G,SI2,61.6,55.0,602,4.64,4.68,2.87
0.38,Ideal,G,SI2,61.2,56.0,602,4.7,4.74,2.89
0.38,Ideal,F,SI2,62.1,56.0,602,4.62,4.65,2.88
0.32,Ideal,G,VS1,61.9,55.0,602,4.4,4.42,2.73
0.32,Ideal,F,VS2,61.9,55.0,602,4.41,4.45,2.74
0.32,Ideal,G,VS1,60.7,56.0,602,4.43,4.46,2.7
0.32,Ideal,F,VS2,62.4,57.0,602,4.37,4.44,2.75
0.37,Ideal,I,VS2,61.2,56.0,603,4.62,4.66,2.84
1.16,Ideal,H,SI2,61.1,56.0,5509,6.78,6.79,4.15
1.02,Ideal,E,SI1,62.3,54.0,5509,6.45,6.49,4.03
1.2,Ideal,H,SI1,62.9,57.0,5510,6.79,6.76,4.26
1.23,Ideal,H,SI2,63.8,57.0,5510,6.78,6.72,4.31
1.5,Ideal,I,I1,61.8,57.0,5510,7.39,7.31,4.54
1.2,Ideal,I,SI1,61.8,56.0,5510,6.8,6.77,4.19
1.06,Ideal,I,VS2,60.3,57.0,5516,6.61,6.66,4.01
0.92,Ideal,E,SI1,62.1,56.0,5516,6.22,6.24,3.87
1.08,Ideal,H,SI1,61.8,54.0,5517,6.6,6.61,4.09
1.03,Ideal,G,SI1,61.6,55.0,5518,6.48,6.52,4.0
1.16,Ideal,J,IF,60.6,56.0,5519,6.79,6.86,4.14
1.16,Ideal,G,SI1,60.9,57.0,5519,6.79,6.75,4.12
1.24,Ideal,G,SI2,61.4,56.0,5520,6.98,6.92,4.27
1.12,Ideal,H,SI1,61.9,57.0,5521,6.64,6.68,4.12
1.02,Ideal,H,SI1,60.9,57.0,5522,6.51,6.55,3.98
1.15,Ideal,E,SI1,62.7,56.0,5526,6.73,6.7,4.21
1.01,Ideal,F,SI1,62.0,54.0,5527,6.41,6.49,4.0
1.09,Ideal,F,SI1,62.5,57.0,5527,6.59,6.54,4.1
1.04,Ideal,E,SI1,62.4,57.0,5528,6.48,6.53,4.06
1.04,Ideal,E,SI2,62.3,55.0,5531,6.46,6.49,4.03
1.07,Ideal,G,SI1,61.7,54.0,5532,6.59,6.61,4.07
1.15,Ideal,I,VS2,61.7,57.0,5534,6.72,6.74,4.15
1.2,Ideal,J,VS1,61.3,56.0,5534,6.83,6.87,4.2
1.08,Ideal,F,SI1,62.7,57.0,5534,6.53,6.57,4.11
1.01,Ideal,E,SI1,62.0,56.0,5534,6.41,6.47,3.99
1.01,Ideal,E,SI1,60.8,56.0,5534,6.48,6.51,3.95
1.1,Ideal,G,SI2,62.6,56.0,5535,6.64,6.58,4.14
1.2,Ideal,I,SI1,62.4,57.0,5535,6.75,6.8,4.23
0.91,Ideal,D,SI1,62.1,55.0,5535,6.2,6.24,3.86
1.07,Ideal,E,SI1,61.4,57.0,5537,6.59,6.53,4.03
0.7,Ideal,D,VVS2,61.4,56.0,5539,5.72,5.75,3.53
0.7,Ideal,D,VVS2,61.7,55.0,5539,5.73,5.75,3.54
0.7,Ideal,D,VVS2,60.7,57.0,5539,5.75,5.78,3.5
0.7,Ideal,D,VVS2,61.3,56.0,5539,5.72,5.76,3.52
0.7,Ideal,D,VVS2,61.1,55.0,5539,5.75,5.78,3.52
0.9,Ideal,G,VS1,62.1,56.0,5540,6.15,6.19,3.83
1.01,Ideal,D,SI1,61.2,57.0,5543,6.47,6.44,3.95
1.32,Ideal,I,SI1,61.7,56.0,5544,7.11,7.05,4.37
1.1,Ideal,I,VS1,61.7,57.0,5544,6.65,6.62,4.09
1.1,Ideal,G,SI1,61.9,55.0,5545,6.62,6.66,4.11
1.12,Ideal,E,SI2,62.0,57.0,5546,6.61,6.63,4.11
1.31,Ideal,I,SI2,63.6,55.0,5546,6.98,6.92,4.42
1.11,Ideal,D,SI2,61.6,55.0,5547,6.62,6.66,4.09
1.14,Ideal,G,SI1,62.2,56.0,5548,6.66,6.69,4.15
1.14,Ideal,D,SI2,61.4,56.0,5548,6.69,6.77,4.13
1.02,Ideal,F,SI1,60.1,59.0,5549,6.59,6.56,3.95
1.01,Ideal,H,VS1,59.8,59.0,5550,6.52,6.56,3.91
1.03,Ideal,D,SI1,62.4,57.0,5551,6.44,6.47,4.03
1.07,Ideal,G,SI1,62.2,56.0,5551,6.52,6.56,4.07
1.18,Ideal,I,VS1,62.2,57.0,5551,6.76,6.72,4.19
1.12,Ideal,G,SI1,62.0,55.0,5551,6.68,6.65,4.13
1.02,Ideal,E,SI1,62.2,57.0,5553,6.41,6.45,4.0
1.16,Ideal,H,SI1,62.2,55.0,5554,6.79,6.74,4.21
1.01,Ideal,G,SI1,62.7,57.0,5555,6.3,6.34,3.96
1.01,Ideal,G,SI1,63.0,57.0,5555,6.37,6.4,4.02
1.0,Ideal,E,SI1,61.4,57.0,5555,6.43,6.5,3.97
1.0,Ideal,E,SI1,61.7,57.0,5555,6.39,6.42,3.95
1.0,Ideal,E,SI1,61.4,58.0,5555,6.41,6.43,3.94
1.21,Ideal,I,SI1,60.6,55.0,5556,6.92,6.87,4.18
1.17,Ideal,F,SI2,62.2,55.0,5556,6.73,6.7,4.18
1.05,Ideal,F,SI1,62.0,55.0,5557,6.54,6.5,4.04
1.08,Ideal,G,VS2,62.1,57.0,5559,6.54,6.57,4.07
1.2,Ideal,G,SI2,58.9,60.0,5562,6.98,6.94,4.1
0.9,Ideal,G,VVS1,61.6,57.0,5564,6.24,6.16,3.82
1.15,Ideal,G,VS2,59.2,56.0,5564,6.88,6.83,0.0
1.02,Ideal,H,VS1,62.2,56.0,5569,6.48,6.42,4.01
1.04,Ideal,G,SI1,61.9,53.0,5570,6.53,6.54,4.05
1.01,Ideal,E,SI1,61.9,56.0,5571,6.43,6.47,3.99
1.04,Ideal,I,VS1,61.4,58.0,5572,6.46,6.54,3.99
1.01,Ideal,G,SI1,62.6,56.0,5576,6.41,6.44,4.02
1.04,Ideal,H,VS1,62.7,55.0,5577,6.43,6.49,4.05
1.04,Ideal,H,VS1,62.7,57.0,5577,6.42,6.46,4.04
1.06,Ideal,I,VS1,62.0,55.0,5577,6.55,6.58,4.07
1.2,Ideal,I,SI1,60.1,56.0,5578,6.9,6.84,4.13
1.2,Ideal,H,SI2,62.7,55.0,5578,6.74,6.69,4.21
1.1,Ideal,H,SI1,62.7,57.0,5583,6.6,6.63,4.15
1.22,Ideal,J,SI1,60.6,56.0,5586,6.96,6.95,4.22
1.05,Ideal,F,SI1,60.6,59.0,5586,6.51,6.56,3.96
1.16,Ideal,I,VS2,60.1,62.0,5587,6.83,6.78,4.09
1.16,Ideal,I,VS2,60.8,56.0,5587,6.85,6.81,4.15
1.01,Ideal,H,SI1,62.5,56.0,5589,6.38,6.45,4.01
1.01,Ideal,E,SI1,61.6,59.0,5590,6.43,6.4,3.95
1.5,Ideal,I,I1,61.3,57.0,5593,7.36,7.39,4.52
0.88,Ideal,E,VS2,61.4,56.0,5595,6.15,6.17,3.78
1.03,Ideal,F,SI1,61.3,56.0,5595,6.55,6.51,4.0
1.1,Ideal,F,SI2,62.4,56.0,5596,6.58,6.62,4.12
1.19,Ideal,E,SI2,61.9,56.0,5598,6.84,6.8,4.22
1.01,Ideal,E,SI1,62.4,56.0,5599,6.43,6.39,4.0
1.01,Ideal,E,SI1,62.6,57.0,5599,6.43,6.38,4.01
1.01,Ideal,E,SI1,62.1,54.0,5599,6.5,6.41,4.01
1.23,Ideal,I,SI1,62.1,58.0,5600,6.82,6.86,4.25
1.07,Ideal,E,SI2,61.5,56.0,5602,6.58,6.61,4.06
0.37,Ideal,H,VS2,60.7,58.0,603,4.64,4.68,2.83
0.37,Ideal,H,VS2,62.0,54.0,603,4.64,4.65,2.88
0.37,Ideal,H,VS2,61.7,55.0,603,4.64,4.67,2.87
0.3,Ideal,E,VS2,62.3,56.0,603,4.27,4.3,2.67
0.3,Ideal,E,VS2,62.0,57.0,603,4.26,4.29,2.65
0.3,Ideal,E,VS2,61.8,57.0,603,4.28,4.3,2.65
0.3,Ideal,E,VS2,62.0,53.0,603,4.31,4.33,2.68
0.3,Ideal,E,VS2,60.6,59.0,603,4.3,4.34,2.62
0.37,Ideal,I,VS1,60.8,56.0,603,4.67,4.71,2.85
0.3,Ideal,F,VS1,62.3,56.0,603,4.26,4.28,2.66
0.39,Ideal,G,SI2,61.2,56.0,603,4.71,4.73,2.89
0.41,Ideal,F,SI2,62.6,57.0,603,4.68,4.77,2.96
0.38,Ideal,E,SI2,61.5,55.0,603,4.69,4.72,2.89
0.27,Ideal,E,VS2,62.7,55.0,603,4.18,4.15,2.61
0.27,Ideal,E,VS1,61.6,57.0,603,4.16,4.12,2.55
0.27,Ideal,E,VS1,61.6,56.0,603,4.17,4.14,2.56
